                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     35,                 1.6396,                 2.1662,                 1.9939,                0.17322,                0.32143,                0.10888,                0.05215,                 1.8041,                 4.2704,                 2.2096,              0.0014855,              0.0014855,              0.0014855
                     36,                 1.6405,                  2.147,                 1.9647,                0.16801,                 0.3125,                0.10155,                0.04798,                 1.8053,                 3.5857,                 2.1963,                0.00148,                0.00148,                0.00148
                     37,                 1.6535,                  2.123,                 1.9734,                0.20221,                0.35714,                0.13076,                0.06337,                 1.8258,                 3.6422,                 2.1707,              0.0014745,              0.0014745,              0.0014745
                     38,                 1.6322,                 2.1127,                 1.9647,                0.13768,                0.46429,                0.09291,                0.04883,                 1.7646,                 4.3422,                 2.1769,               0.001469,               0.001469,               0.001469
                     39,                 1.6076,                  2.081,                 1.9415,                 0.1591,                0.39286,                0.10801,                0.05304,                 1.7752,                 3.6929,                 2.1381,              0.0014635,              0.0014635,              0.0014635
                     40,                 1.6082,                  2.071,                 1.9275,                0.15401,                0.44643,                0.10553,                0.05513,                 1.8399,                 3.4012,                 2.1801,               0.001458,               0.001458,               0.001458
                     41,                 1.6299,                 2.1316,                 1.9432,                0.17996,                0.38393,                0.13029,                0.06425,                 1.7927,                 3.5744,                 2.1546,              0.0014525,              0.0014525,              0.0014525
                     42,                 1.5671,                 2.0363,                 1.8909,                0.21336,                0.26786,                0.11391,                0.05342,                 1.8292,                 3.3915,                 2.2056,               0.001447,               0.001447,               0.001447
                     43,                  1.614,                 2.0911,                 1.9383,                0.17748,                0.40179,                0.11859,                0.05896,                 1.7982,                 3.7061,                 2.2009,              0.0014415,              0.0014415,              0.0014415
                     44,                 1.6231,                 2.0697,                 1.9107,                0.18505,                0.35714,                0.11246,                0.05687,                 1.8582,                  3.198,                  2.186,               0.001436,               0.001436,               0.001436
                     45,                 1.5887,                  2.041,                 1.9212,                0.16368,                  0.375,                 0.1162,                0.05678,                 1.8442,                 3.7833,                 2.1926,              0.0014305,              0.0014305,              0.0014305
                     46,                 1.5497,                 2.0183,                 1.8932,                0.13619,                0.30357,                0.06868,                0.03335,                 2.0194,                 3.7762,                 2.4176,               0.001425,               0.001425,               0.001425
                     47,                 1.5888,                 2.0313,                 1.9173,                0.16912,                0.41964,                0.10337,                0.05134,                 1.8538,                 3.4679,                 2.1747,              0.0014195,              0.0014195,              0.0014195
                     48,                 1.5712,                 2.0637,                   1.89,                0.17401,                0.41964,                0.11066,                0.05802,                   1.75,                 4.1762,                   2.12,              0.0014139,              0.0014139,              0.0014139
                     49,                 1.5349,                 1.9802,                 1.8624,                 0.1963,                  0.375,                0.13953,                0.07056,                 1.7559,                 3.5654,                 2.1674,              0.0014084,              0.0014084,              0.0014084
                     50,                 1.5449,                 2.0332,                 1.8968,                0.18092,                0.40179,                0.11056,                0.05423,                 1.7302,                 3.1159,                  2.101,              0.0014029,              0.0014029,              0.0014029
                     51,                 1.5321,                 1.9968,                 1.8858,                0.17765,                0.35714,                0.10929,                0.05527,                 1.7817,                 3.1157,                 2.1504,              0.0013974,              0.0013974,              0.0013974
                     52,                 1.5352,                  2.008,                 1.8599,                0.19773,                0.39286,                0.12811,                0.06336,                 1.7624,                 3.2902,                 2.0845,              0.0013919,              0.0013919,              0.0013919
                     53,                  1.489,                 1.9383,                 1.8497,                0.20381,                0.40179,                0.14314,                0.07545,                 1.7507,                 3.9198,                 2.1042,              0.0013864,              0.0013864,              0.0013864
                     54,                 1.5208,                 1.9726,                 1.8685,                0.17751,                0.41071,                0.11815,                0.06033,                 1.7034,                 3.4367,                 2.0978,              0.0013809,              0.0013809,              0.0013809
                     55,                 1.4939,                 1.9507,                 1.8383,                0.19023,                0.35239,                0.12786,                0.06675,                 1.7404,                 3.5321,                 2.0877,              0.0013754,              0.0013754,              0.0013754
                     56,                 1.4862,                 1.9194,                 1.8426,                0.18918,                0.42857,                0.13265,                0.07669,                 1.7254,                 3.3673,                 2.1138,              0.0013699,              0.0013699,              0.0013699
                     57,                 1.5164,                 1.9869,                 1.8516,                 0.1775,                  0.375,                0.12697,                0.06674,                 1.7469,                 3.2536,                 2.0464,              0.0013644,              0.0013644,              0.0013644
                     58,                 1.5048,                 1.9744,                 1.8192,                0.17824,                0.40179,                0.12132,                0.06433,                 1.6613,                 3.2698,                  2.025,              0.0013589,              0.0013589,              0.0013589
                     59,                 1.4838,                 1.9586,                 1.8263,                 0.1752,                0.42857,                0.13026,                0.06875,                 1.7297,                 3.3954,                 2.0424,              0.0013534,              0.0013534,              0.0013534
                     60,                 1.5186,                 1.9227,                 1.8452,                0.19292,                    0.5,                0.11664,                 0.0585,                 1.7533,                 3.9224,                 2.0854,              0.0013479,              0.0013479,              0.0013479
                     61,                 1.5182,                 1.9224,                 1.8222,                0.18079,                0.40179,                0.11982,                0.06906,                 1.6841,                 3.7737,                 2.0257,              0.0013424,              0.0013424,              0.0013424
                     62,                 1.4542,                 1.8627,                 1.8072,                0.17884,                0.41071,                0.11125,                0.05959,                 1.6202,                 3.5216,                 2.0277,              0.0013369,              0.0013369,              0.0013369
                     63,                 1.4681,                 1.8629,                 1.7779,                0.19931,                0.42857,                0.13937,                0.07381,                 1.7199,                 3.4775,                 2.0479,              0.0013314,              0.0013314,              0.0013314
                     64,                 1.4752,                 1.9142,                 1.7963,                0.18361,                0.42857,                0.13265,                0.06967,                    1.7,                 3.4634,                 2.0404,              0.0013259,              0.0013259,              0.0013259
                     65,                 1.4387,                 1.8664,                 1.7801,                0.18368,                0.47321,                0.13204,                0.07265,                 1.6756,                 3.5583,                 2.0283,              0.0013204,              0.0013204,              0.0013204
                     66,                 1.4729,                 1.8686,                 1.8006,                0.20208,                0.33919,                0.12086,                0.06413,                 1.6776,                 3.7984,                 2.0088,              0.0013149,              0.0013149,              0.0013149
                     67,                 1.4472,                 1.8546,                 1.7805,                0.17531,                 0.4375,                0.11068,                0.05671,                 1.6926,                 3.7529,                 2.0738,              0.0013094,              0.0013094,              0.0013094
                     68,                 1.4405,                 1.8535,                 1.7748,                0.20129,                0.41071,                0.14645,                0.08044,                  1.601,                 3.6455,                 1.9881,              0.0013039,              0.0013039,              0.0013039
                     69,                 1.4609,                 1.8863,                 1.7843,                0.22458,                 0.3125,                 0.1416,                0.07935,                 1.6899,                 3.6036,                 2.0659,              0.0012984,              0.0012984,              0.0012984
                     70,                 1.4296,                 1.8447,                 1.7564,                0.22612,                0.36607,                0.13533,                0.07478,                 1.6969,                 3.2907,                 2.0597,              0.0012929,              0.0012929,              0.0012929
                     71,                  1.429,                 1.8546,                 1.7649,                  0.192,                0.40524,                0.13409,                0.07244,                 1.6976,                 4.2206,                  2.017,              0.0012874,              0.0012874,              0.0012874
                     72,                 1.4414,                  1.864,                 1.7768,                0.18252,                 0.4375,                0.11915,                0.06174,                 1.6756,                 3.6644,                 2.0417,              0.0012819,              0.0012819,              0.0012819
                     73,                 1.4422,                 1.7922,                 1.7778,                0.21324,                0.41964,                0.13844,                0.07529,                 1.6572,                  3.316,                 1.9871,              0.0012764,              0.0012764,              0.0012764
                     74,                 1.4458,                 1.8253,                  1.761,                0.21149,                0.46429,                0.16018,                0.08858,                 1.5728,                 3.4098,                 1.9412,              0.0012709,              0.0012709,              0.0012709
                     75,                 1.4179,                 1.7675,                 1.7303,                0.21892,                0.41964,                0.13352,                0.07082,                 1.6466,                 3.6382,                 1.9595,              0.0012654,              0.0012654,              0.0012654
                     76,                 1.4496,                 1.8106,                 1.7718,                0.18476,                0.40179,                0.13423,                0.07042,                 1.7225,                 3.3688,                  2.025,              0.0012599,              0.0012599,              0.0012599
                     77,                   1.41,                 1.7752,                 1.7349,                0.18611,                0.39286,                0.13873,                0.07886,                 1.6598,                 3.3926,                 1.9872,              0.0012544,              0.0012544,              0.0012544
                     78,                 1.3667,                 1.7817,                 1.7244,                0.22367,                0.39358,                0.15033,                0.08077,                 1.6319,                 3.2773,                 1.9948,              0.0012489,              0.0012489,              0.0012489
                     79,                 1.3668,                 1.8162,                 1.7104,                0.21644,                0.41964,                0.15553,                0.08584,                 1.7117,                 3.6344,                 2.0168,              0.0012434,              0.0012434,              0.0012434
                     80,                 1.3959,                 1.7641,                 1.7171,                0.18595,                 0.4375,                0.15177,                0.08319,                 1.6599,                 3.2959,                 1.9918,              0.0012379,              0.0012379,              0.0012379
                     81,                 1.3789,                 1.7697,                 1.7309,                0.21298,                0.30687,                0.13217,                 0.0696,                 1.6938,                 3.4137,                 2.0543,              0.0012324,              0.0012324,              0.0012324
                     82,                 1.3867,                 1.7775,                 1.7224,                0.19152,                0.44643,                0.13306,                0.07017,                 1.6732,                 3.5881,                  1.992,              0.0012269,              0.0012269,              0.0012269
                     83,                  1.368,                 1.7487,                 1.7024,                0.19569,                0.42857,                 0.1277,                0.07161,                 1.5709,                 3.5637,                 1.9763,              0.0012214,              0.0012214,              0.0012214
                     84,                 1.3779,                 1.7817,                 1.7131,                 0.1867,                0.42857,                 0.1336,                0.07322,                 1.6372,                  3.475,                 1.9677,              0.0012159,              0.0012159,              0.0012159
                     85,                 1.3975,                 1.7341,                 1.7114,                0.18557,                 0.4375,                0.12288,                0.06749,                 1.6643,                 3.8178,                 2.0019,              0.0012104,              0.0012104,              0.0012104
                     86,                 1.3625,                 1.7313,                 1.7099,                0.22408,                0.42857,                0.15064,                0.08548,                 1.6304,                 3.5878,                 1.9499,              0.0012049,              0.0012049,              0.0012049
                     87,                 1.3897,                 1.7629,                  1.695,                0.21692,                0.28571,                0.13311,                0.07362,                 1.6864,                  3.508,                 2.0096,              0.0011994,              0.0011994,              0.0011994
                     88,                 1.3765,                   1.74,                 1.6836,                0.21185,                0.36607,                0.12787,                0.07148,                 1.6514,                 3.7263,                 1.9954,              0.0011939,              0.0011939,              0.0011939
                     89,                 1.3636,                 1.7601,                 1.6896,                0.17538,                0.38549,                 0.1172,                0.06666,                 1.6551,                 3.4859,                 1.9952,              0.0011884,              0.0011884,              0.0011884
                     90,                 1.3604,                 1.7515,                  1.697,                0.23281,                0.34821,                0.14192,                0.08337,                 1.6681,                 3.4968,                 1.9539,              0.0011829,              0.0011829,              0.0011829
                     91,                 1.3372,                 1.6735,                  1.676,                0.20538,                0.41964,                0.12246,                0.07327,                 1.6476,                 3.8342,                 1.9368,              0.0011774,              0.0011774,              0.0011774
                     92,                 1.3386,                 1.6993,                 1.6807,                0.19729,                0.42857,                0.13269,                0.07243,                  1.638,                 3.3853,                 1.9873,              0.0011719,              0.0011719,              0.0011719
                     93,                 1.3461,                  1.688,                 1.6762,                0.22039,                0.33929,                0.14516,                 0.0786,                 1.6684,                 3.5398,                 1.9884,              0.0011664,              0.0011664,              0.0011664
                     94,                 1.3538,                 1.7312,                 1.6615,                0.21049,                0.44991,                0.17764,                0.09815,                 1.6638,                 3.3006,                 1.9752,              0.0011609,              0.0011609,              0.0011609
                     95,                 1.3195,                 1.6478,                 1.6531,                0.21444,                0.40179,                0.14298,                0.08289,                 1.6493,                 3.2473,                 1.9761,              0.0011554,              0.0011554,              0.0011554
                     96,                 1.3273,                 1.6726,                 1.6804,                 0.1789,                0.42019,                0.11872,                0.06795,                 1.6113,                 3.6727,                  1.923,              0.0011499,              0.0011499,              0.0011499
                     97,                  1.343,                 1.6809,                 1.6749,                0.19903,                0.32836,                0.15347,                0.08942,                 1.6718,                  3.481,                 1.9804,              0.0011444,              0.0011444,              0.0011444
                     98,                 1.3407,                 1.6984,                 1.6982,                0.18922,                 0.4375,                0.14592,                0.08037,                 1.6557,                 3.5898,                 1.9503,              0.0011389,              0.0011389,              0.0011389
                     99,                 1.3412,                 1.6854,                 1.6586,                0.19482,                0.44071,                0.13453,                0.07254,                 1.6814,                 3.4707,                 2.0413,              0.0011334,              0.0011334,              0.0011334
                    100,                 1.3433,                 1.6903,                 1.6667,                0.20191,                0.42857,                0.14315,                0.07398,                  1.691,                 3.1188,                 1.9694,              0.0011279,              0.0011279,              0.0011279
                    101,                 1.3369,                 1.6802,                 1.6866,                0.21258,                 0.3125,                0.14051,                0.08016,                 1.6768,                 3.3126,                 1.9849,              0.0011224,              0.0011224,              0.0011224
                    102,                 1.3286,                 1.6543,                 1.6701,                0.17837,                0.44643,                0.11606,                0.06338,                 1.6628,                 3.5485,                 1.9937,              0.0011169,              0.0011169,              0.0011169
                    103,                 1.3202,                 1.6124,                 1.6618,                0.18896,                0.45765,                0.13462,                0.07887,                 1.6535,                 3.6787,                 1.9466,              0.0011114,              0.0011114,              0.0011114
                    104,                 1.3163,                 1.6521,                 1.6712,                0.19797,                0.47321,                0.13707,                 0.0754,                 1.6271,                 3.1922,                 1.9521,              0.0011059,              0.0011059,              0.0011059
                    105,                 1.3136,                 1.6676,                 1.6443,                0.19092,                 0.4375,                0.13739,                0.07695,                 1.6745,                 3.1199,                 1.9908,              0.0011004,              0.0011004,              0.0011004
                    106,                   1.31,                 1.6583,                 1.6489,                0.20162,                0.44643,                0.13661,                0.07347,                 1.6267,                 3.4152,                 1.9867,              0.0010949,              0.0010949,              0.0010949
                    107,                 1.2995,                 1.6485,                 1.6661,                0.19093,                 0.4375,                0.14097,                0.07585,                 1.6862,                  3.973,                 2.0115,              0.0010894,              0.0010894,              0.0010894
                    108,                 1.3182,                 1.5981,                 1.6606,                0.19518,                0.47321,                 0.1352,                0.07541,                 1.5747,                 3.4224,                 1.9288,              0.0010839,              0.0010839,              0.0010839
                    109,                 1.2855,                 1.6319,                 1.6272,                0.22449,                0.42857,                0.14231,                0.08272,                 1.6354,                 3.1594,                 1.9535,              0.0010784,              0.0010784,              0.0010784
                    110,                 1.2728,                 1.6077,                 1.6201,                0.18616,                0.51786,                0.12382,                0.07024,                  1.633,                 3.8572,                 1.9886,              0.0010729,              0.0010729,              0.0010729
                    111,                 1.2736,                 1.5915,                  1.616,                0.22769,                0.35714,                0.14879,                0.08469,                 1.5761,                 3.5611,                 1.9067,              0.0010674,              0.0010674,              0.0010674
                    112,                   1.29,                 1.6224,                 1.6168,                0.18146,                0.45536,                0.14998,                0.08188,                 1.6892,                 3.6752,                 1.9725,              0.0010619,              0.0010619,              0.0010619
                    113,                 1.2939,                 1.6005,                 1.6201,                0.18561,                0.46429,                0.13225,                0.07474,                 1.6277,                 3.3271,                 1.9647,              0.0010564,              0.0010564,              0.0010564
                    114,                 1.2954,                 1.5535,                 1.6137,                 0.2459,                0.38393,                0.15371,                0.08738,                  1.529,                 3.5423,                  1.876,              0.0010509,              0.0010509,              0.0010509
                    115,                 1.2816,                 1.6287,                 1.6244,                0.17819,                0.39286,                0.13284,                0.07799,                 1.5683,                 3.4603,                 1.8714,              0.0010454,              0.0010454,              0.0010454
                    116,                 1.2693,                 1.5875,                 1.6091,                0.20837,                0.35714,                0.13631,                0.07693,                 1.6018,                  3.393,                 1.9579,              0.0010399,              0.0010399,              0.0010399
                    117,                  1.299,                 1.6108,                 1.6148,                0.18711,                0.48214,                 0.1414,                 0.0807,                 1.6416,                 3.2455,                 1.9181,              0.0010344,              0.0010344,              0.0010344
                    118,                 1.2746,                 1.5749,                 1.6164,                0.19574,                 0.4375,                0.14883,                 0.0836,                 1.5712,                 3.4665,                  1.937,              0.0010289,              0.0010289,              0.0010289
                    119,                  1.235,                 1.5751,                 1.5972,                0.20726,                0.46688,                0.14458,                 0.0811,                 1.6156,                 4.1765,                 1.9525,              0.0010234,              0.0010234,              0.0010234
                    120,                 1.2401,                 1.5748,                 1.6075,                0.19125,                0.40179,                0.14525,                 0.0866,                 1.5589,                 3.4587,                 1.9013,              0.0010179,              0.0010179,              0.0010179
                    121,                 1.2761,                 1.5741,                 1.6018,                0.22553,                 0.3125,                0.14451,                 0.0851,                 1.6007,                 3.4797,                 1.9458,              0.0010124,              0.0010124,              0.0010124
                    122,                 1.2301,                 1.5579,                 1.6032,                0.19857,                 0.4375,                 0.1406,                0.07994,                 1.6091,                 3.7967,                 1.9639,              0.0010069,              0.0010069,              0.0010069
                    123,                 1.2421,                 1.5449,                 1.6047,                0.20509,                0.46429,                0.14282,                0.08214,                  1.555,                 3.2717,                 1.8893,              0.0010014,              0.0010014,              0.0010014
                    124,                 1.2349,                 1.5656,                 1.6035,                0.23324,                0.41071,                0.14801,                0.08918,                 1.5401,                 3.5556,                 1.8878,             0.00099587,             0.00099587,             0.00099587
                    125,                 1.2565,                 1.5355,                 1.5813,                0.17591,                0.44407,                0.14247,                0.08054,                 1.6329,                 3.2217,                 1.9257,             0.00099036,             0.00099036,             0.00099036
                    126,                 1.2471,                  1.556,                 1.5686,                0.24038,                0.42857,                0.15478,                0.08808,                 1.5598,                 3.5488,                 1.8844,             0.00098486,             0.00098486,             0.00098486
                    127,                 1.2686,                 1.5689,                 1.5962,                0.21044,                0.39286,                0.14639,                0.08364,                 1.6154,                 3.4154,                 1.9273,             0.00097936,             0.00097936,             0.00097936
                    128,                 1.2528,                 1.5674,                 1.5869,                0.20518,                0.43563,                0.13489,                0.07917,                 1.5983,                 3.7181,                 1.9355,             0.00097386,             0.00097386,             0.00097386
                    129,                 1.2319,                 1.5358,                 1.5817,                 0.2729,                0.29827,                0.17275,                0.10577,                  1.526,                 3.5788,                 1.8442,             0.00096836,             0.00096836,             0.00096836
                    130,                 1.2543,                 1.5095,                 1.5838,                0.18693,                0.45536,                 0.1521,                0.08736,                 1.6264,                 3.7163,                 1.9338,             0.00096286,             0.00096286,             0.00096286
                    131,                 1.2265,                 1.5347,                 1.5796,                 0.1628,                0.45536,                0.13984,                0.08076,                 1.6056,                 3.2766,                 1.9408,             0.00095736,             0.00095736,             0.00095736
                    132,                 1.2011,                 1.4718,                 1.5698,                0.21546,                0.39286,                0.13786,                0.08097,                 1.6187,                 3.6181,                 1.9373,             0.00095186,             0.00095186,             0.00095186
                    133,                 1.2345,                 1.5234,                  1.575,                0.17578,                0.44643,                0.13619,                0.07985,                 1.6057,                 3.5829,                 1.9354,             0.00094636,             0.00094636,             0.00094636
                    134,                 1.2331,                 1.4784,                 1.5717,                0.19798,                0.43199,                0.15544,                0.08794,                 1.6302,                  3.566,                 1.9308,             0.00094085,             0.00094085,             0.00094085
                    135,                 1.2424,                 1.5096,                 1.5719,                 0.1931,                0.40179,                0.14234,                0.08316,                 1.5921,                 3.6881,                 1.9391,             0.00093535,             0.00093535,             0.00093535
                    136,                 1.2268,                 1.5386,                 1.5751,                0.19077,                0.44622,                0.13278,                0.07487,                 1.6715,                 3.4022,                 1.9846,             0.00092985,             0.00092985,             0.00092985
                    137,                 1.2049,                 1.4797,                 1.5575,                0.16908,                0.41071,                0.14354,                0.08225,                 1.6622,                 3.5191,                 2.0001,             0.00092435,             0.00092435,             0.00092435
                    138,                 1.2293,                 1.5191,                 1.5703,                0.16633,                0.48214,                0.14767,                0.08836,                 1.6055,                 3.5979,                 1.9456,             0.00091885,             0.00091885,             0.00091885
                    139,                 1.2138,                 1.4788,                 1.5469,                0.19843,                  0.375,                 0.1468,                0.08151,                 1.6837,                 3.7879,                 2.0371,             0.00091335,             0.00091335,             0.00091335
                    140,                 1.2154,                 1.4861,                 1.5744,                0.17357,                0.47321,                0.13965,                0.07963,                  1.628,                 3.3794,                 1.9711,             0.00090785,             0.00090785,             0.00090785
                    141,                 1.2164,                 1.4916,                 1.5452,                0.17641,                    0.5,                0.13991,                0.07994,                 1.6505,                 3.8421,                  1.972,             0.00090235,             0.00090235,             0.00090235
                    142,                  1.221,                 1.4832,                 1.5699,                0.25239,                0.34365,                0.15868,                  0.087,                 1.6117,                 3.4806,                 1.9679,             0.00089685,             0.00089685,             0.00089685
                    143,                 1.2364,                 1.5181,                 1.5901,                0.19453,                0.35714,                 0.1309,                0.07368,                 1.6789,                 3.1759,                 2.0155,             0.00089134,             0.00089134,             0.00089134
                    144,                 1.1852,                 1.4548,                 1.5556,                0.19504,                0.46429,                0.13652,                0.07838,                 1.6346,                 3.7701,                  1.962,             0.00088584,             0.00088584,             0.00088584
                    145,                 1.1842,                  1.427,                 1.5291,                0.21823,                0.34821,                0.14145,                0.07922,                 1.6188,                 3.8923,                 1.9898,             0.00088034,             0.00088034,             0.00088034
                    146,                 1.2211,                 1.5115,                 1.5648,                0.19539,                  0.375,                0.13413,                 0.0782,                 1.6302,                 3.4289,                  1.986,             0.00087484,             0.00087484,             0.00087484
                    147,                 1.2199,                 1.4532,                 1.5506,                 0.2224,                0.32143,                 0.1463,                0.08579,                 1.6859,                 3.4786,                 2.0322,             0.00086934,             0.00086934,             0.00086934
                    148,                  1.204,                 1.4923,                 1.5493,                0.18015,                 0.4375,                0.15088,                0.08835,                 1.5704,                 4.0585,                 1.9207,             0.00086384,             0.00086384,             0.00086384
                    149,                 1.2038,                 1.4624,                 1.5535,                 0.1887,                0.34821,                0.13203,                0.07218,                 1.6691,                 3.4413,                 1.9733,             0.00085834,             0.00085834,             0.00085834
                    150,                 1.1689,                 1.4196,                 1.5155,                0.23643,                0.28571,                0.14448,                0.08236,                 1.6628,                 3.9123,                 1.9901,             0.00085284,             0.00085284,             0.00085284
                    151,                 1.1905,                  1.443,                 1.5281,                0.19812,                0.34821,                0.14355,                0.08453,                 1.6603,                 3.4975,                 1.9718,             0.00084734,             0.00084734,             0.00084734
