                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     97,                 1.3039,                 1.6732,                 1.6892,                0.09405,                0.74561,                0.12443,                0.09191,                 1.8216,                 3.7214,                 2.0766,             0.00098101,             0.00098101,             0.00098101
                     98,                 1.3061,                 1.7119,                 1.7139,                0.11563,                0.72807,                0.14422,                0.10906,                 1.8138,                 3.2869,                 2.0578,             0.00097629,             0.00097629,             0.00097629
                     99,                 1.2797,                 1.6258,                 1.6641,                0.14295,                0.73684,                0.22847,                0.18752,                  1.796,                 3.7058,                 2.0745,             0.00097158,             0.00097158,             0.00097158
                    100,                 1.2688,                 1.6677,                 1.6969,                0.11474,                0.68033,                0.15077,                0.11913,                 1.8056,                 3.5546,                 2.0388,             0.00096686,             0.00096686,             0.00096686
                    101,                 1.3071,                  1.637,                 1.6926,                0.11794,                0.71491,                0.11922,                0.08912,                 1.8285,                  3.615,                 2.0669,             0.00096215,             0.00096215,             0.00096215
                    102,                 1.2645,                 1.6952,                 1.6694,                0.09168,                0.69298,                0.10037,                 0.0698,                 1.7414,                  3.736,                  2.031,             0.00095743,             0.00095743,             0.00095743
                    103,                 1.3032,                 1.6898,                 1.7013,                0.13824,                0.65789,                0.19106,                0.14902,                  1.844,                 3.4918,                 2.0562,             0.00095271,             0.00095271,             0.00095271
                    104,                 1.2547,                  1.634,                 1.6764,                0.14675,                0.66667,                0.22501,                0.18406,                 1.8281,                 3.5713,                 2.0717,               0.000948,               0.000948,               0.000948
                    105,                 1.2752,                 1.6457,                  1.685,                0.09196,                0.73684,                0.12549,                0.09316,                 1.8694,                 3.5618,                  2.106,             0.00094328,             0.00094328,             0.00094328
                    106,                 1.2591,                 1.6455,                 1.6484,                0.15922,                0.69737,                0.18091,                0.14497,                 1.7454,                 3.4458,                 1.9969,             0.00093857,             0.00093857,             0.00093857
                    107,                 1.2835,                 1.6618,                 1.6727,                0.16277,                0.70175,                0.19879,                0.15847,                 1.7433,                 3.7007,                 2.0055,             0.00093385,             0.00093385,             0.00093385
                    108,                 1.2989,                 1.6537,                 1.6879,                0.15088,                0.69298,                0.19716,                0.14366,                 1.7107,                 3.4042,                 2.0101,             0.00092914,             0.00092914,             0.00092914
                    109,                 1.2694,                 1.6031,                 1.6755,                0.14569,                   0.75,                0.15027,                0.10799,                 1.7252,                 3.6209,                 1.9526,             0.00092442,             0.00092442,             0.00092442
                    110,                 1.2374,                 1.5779,                 1.6408,                0.14607,                0.66228,                0.18913,                0.15151,                 1.7771,                 3.3127,                 2.0083,              0.0009197,              0.0009197,              0.0009197
                    111,                 1.2557,                 1.5755,                 1.6596,                0.16427,                0.67544,                 0.2325,                0.19039,                 1.7923,                 3.8074,                 1.9948,             0.00091499,             0.00091499,             0.00091499
                    112,                 1.2244,                 1.5876,                  1.643,                0.15571,                0.65079,                0.16478,                0.12881,                 1.7146,                 3.4855,                 1.9809,             0.00091027,             0.00091027,             0.00091027
                    113,                 1.2768,                  1.662,                  1.675,                0.26719,                 0.6538,                 0.3126,                0.23763,                 1.7417,                 3.5365,                 1.9746,             0.00090556,             0.00090556,             0.00090556
                    114,                 1.2444,                 1.5864,                 1.6566,                0.22365,                 0.6234,                0.22309,                0.18279,                 1.7278,                 3.5686,                 2.0012,             0.00090084,             0.00090084,             0.00090084
                    115,                 1.2748,                 1.6375,                 1.6722,                 0.1505,                 0.7193,                0.14706,                 0.1127,                 1.8292,                 3.8545,                 2.0779,             0.00089613,             0.00089613,             0.00089613
                    116,                 1.2376,                 1.5693,                 1.6432,                0.13555,                0.70614,                0.19645,                0.13122,                  1.775,                 3.8067,                  2.023,             0.00089141,             0.00089141,             0.00089141
                    117,                 1.2524,                 1.5845,                 1.6526,                0.14392,                0.69737,                0.15461,                0.11806,                 1.8245,                 3.7232,                 2.0482,             0.00088669,             0.00088669,             0.00088669
                    118,                 1.2218,                 1.5884,                 1.6199,                0.11526,                0.71491,                0.13222,                0.10174,                  1.759,                 3.7094,                 2.0304,             0.00088198,             0.00088198,             0.00088198
                    119,                 1.2119,                 1.5895,                 1.6247,                0.15584,                0.63596,                0.19764,                0.15655,                 1.7914,                 3.5266,                  2.015,             0.00087726,             0.00087726,             0.00087726
                    120,                 1.2318,                 1.5771,                 1.6367,                0.12636,                0.69737,                0.12904,                0.09316,                 1.8502,                 3.5471,                 2.0861,             0.00087255,             0.00087255,             0.00087255
                    121,                 1.1953,                 1.5842,                 1.6187,                0.26936,                0.67105,                0.30626,                0.25649,                 1.7266,                 3.6589,                 1.9731,             0.00086783,             0.00086783,             0.00086783
                    122,                 1.2442,                 1.5569,                 1.6302,                0.20207,                0.64035,                0.22479,                0.18468,                 1.7088,                 3.4513,                 1.9595,             0.00086312,             0.00086312,             0.00086312
                    123,                 1.2121,                 1.5496,                 1.6173,                0.13284,                0.70625,                0.12276,                0.08436,                  1.847,                 3.8228,                  2.091,              0.0008584,              0.0008584,              0.0008584
                    124,                 1.2052,                 1.5385,                 1.6346,                0.12169,                 0.7193,                 0.1255,                 0.0923,                 1.7338,                  3.525,                 1.9803,             0.00085368,             0.00085368,             0.00085368
                    125,                 1.2261,                 1.5328,                 1.6195,                0.14509,                0.62414,                0.15533,                0.11915,                 1.8201,                 3.7962,                 2.0624,             0.00084897,             0.00084897,             0.00084897
                    126,                 1.2118,                 1.5188,                 1.6157,                 0.1832,                0.69737,                0.16578,                0.12744,                 1.7601,                 3.6376,                 2.0095,             0.00084425,             0.00084425,             0.00084425
                    127,                 1.2082,                 1.5218,                 1.6053,                0.14464,                0.75877,                0.16345,                0.11843,                 1.8216,                  3.917,                 2.0871,             0.00083954,             0.00083954,             0.00083954
                    128,                 1.2082,                 1.5562,                 1.6071,                0.15184,                0.67982,                0.15979,                0.11781,                  1.792,                 3.3805,                 1.9917,             0.00083482,             0.00083482,             0.00083482
                    129,                 1.2147,                 1.5276,                 1.6139,                0.18471,                0.68093,                0.17627,                0.12498,                 1.7566,                 3.5796,                 2.0088,             0.00083011,             0.00083011,             0.00083011
                    130,                 1.1865,                 1.4905,                 1.6006,                0.20071,                0.66228,                0.23414,                0.17082,                 1.7566,                 3.5793,                 2.0043,             0.00082539,             0.00082539,             0.00082539
                    131,                 1.1899,                  1.542,                 1.6001,                0.20814,                0.66228,                 0.3185,                0.26202,                 1.7752,                 3.4921,                 1.9997,             0.00082067,             0.00082067,             0.00082067
                    132,                 1.1935,                 1.4906,                 1.5975,                0.14185,                 0.6886,                0.13629,                0.10106,                 1.7963,                  3.714,                 2.0218,             0.00081596,             0.00081596,             0.00081596
                    133,                 1.2161,                 1.5358,                 1.5957,                0.13256,                0.69298,                0.13719,                0.10111,                 1.8224,                 3.3867,                 2.0514,             0.00081124,             0.00081124,             0.00081124
                    134,                 1.1621,                 1.4697,                  1.574,                0.15382,                0.67105,                 0.1596,                0.12484,                 1.7694,                 3.6675,                 2.0685,             0.00080653,             0.00080653,             0.00080653
                    135,                 1.2036,                 1.5218,                 1.6144,                0.21873,                0.69298,                0.24602,                0.17663,                 1.7479,                 3.5054,                 1.9803,             0.00080181,             0.00080181,             0.00080181
                    136,                 1.1749,                 1.4599,                 1.5842,                0.15651,                0.66228,                0.16595,                 0.1284,                 1.8115,                 3.5529,                 2.0608,              0.0007971,              0.0007971,              0.0007971
                    137,                  1.204,                 1.5089,                 1.6077,                0.15325,                   0.75,                0.18224,                0.14187,                 1.7628,                 3.4189,                 2.0499,             0.00079238,             0.00079238,             0.00079238
                    138,                  1.213,                 1.5164,                 1.6054,                0.12505,                0.73358,                0.13529,                0.10129,                 1.7183,                  3.973,                 1.9599,             0.00078766,             0.00078766,             0.00078766
                    139,                 1.1955,                 1.4892,                 1.5955,                0.15975,                0.69298,                0.15847,                0.11927,                 1.7022,                 3.8516,                 1.9576,             0.00078295,             0.00078295,             0.00078295
                    140,                 1.1947,                 1.4794,                 1.5798,                0.17329,                 0.6886,                0.20954,                0.17289,                 1.7947,                 3.7882,                 2.0653,             0.00077823,             0.00077823,             0.00077823
                    141,                  1.164,                 1.4628,                 1.5815,                0.21018,                0.66667,                0.23132,                0.19042,                 1.7709,                 3.5747,                 2.0346,             0.00077352,             0.00077352,             0.00077352
                    142,                  1.143,                 1.4263,                 1.5551,                0.15027,                0.63596,                 0.1884,                0.15001,                 1.8303,                 4.0107,                 2.0631,              0.0007688,              0.0007688,              0.0007688
                    143,                 1.1753,                 1.5055,                 1.5746,                0.14097,                0.73684,                0.13981,                0.09723,                 1.7949,                 3.4948,                 2.0382,             0.00076409,             0.00076409,             0.00076409
                    144,                 1.1401,                 1.4293,                 1.5478,                 0.1704,                0.72368,                 0.1888,                0.14999,                 1.7202,                 3.7602,                 1.9672,             0.00075937,             0.00075937,             0.00075937
                    145,                 1.1669,                 1.5148,                 1.5589,                 0.1698,                0.66667,                0.15219,                0.09201,                 1.7741,                 3.7431,                 2.0332,             0.00075465,             0.00075465,             0.00075465
