                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     50,                 1.1008,                 1.3769,                 1.4771,                0.07078,                0.18617,                0.06093,                0.03757,                 1.3468,                 4.0571,                 1.5876,              0.0012026,              0.0012026,              0.0012026
                     51,                 1.1111,                 1.3736,                 1.4795,                0.08868,                0.16489,                0.05461,                0.03009,                 1.4347,                  3.887,                  1.581,              0.0011979,              0.0011979,              0.0011979
                     52,                   1.09,                 1.3893,                 1.4652,                0.08819,                 0.2234,                0.06879,                0.03976,                 1.3362,                 4.1616,                  1.554,              0.0011932,              0.0011932,              0.0011932
                     53,                 1.0749,                 1.3861,                 1.4729,                0.06724,                0.21277,                0.05402,                 0.0337,                 1.3095,                 4.3819,                 1.5154,              0.0011885,              0.0011885,              0.0011885
                     54,                 1.0983,                 1.4062,                 1.4793,                0.07234,                0.24468,                0.05761,                0.03245,                 1.3485,                 4.6885,                 1.5684,              0.0011838,              0.0011838,              0.0011838
                     55,                 1.0836,                 1.3815,                 1.4527,                 0.0725,                0.21809,                0.06605,                0.03992,                 1.4379,                 4.1325,                 1.6553,              0.0011791,              0.0011791,              0.0011791
                     56,                 1.0688,                 1.3565,                 1.4703,                0.07484,                0.20745,                0.06651,                0.04127,                 1.3951,                 5.0274,                 1.6277,              0.0011744,              0.0011744,              0.0011744
                     57,                 1.1166,                 1.3891,                 1.5044,                0.07352,                0.29787,                0.06195,                0.03592,                 1.3039,                 3.9689,                 1.5393,              0.0011696,              0.0011696,              0.0011696
                     58,                  1.094,                 1.3799,                 1.4715,                0.09282,                0.73404,                0.08175,                0.05345,                  1.407,                 4.0248,                  1.575,              0.0011649,              0.0011649,              0.0011649
                     59,                 1.0836,                  1.362,                 1.4677,                0.07943,                0.71809,                0.07476,                0.04899,                 1.2933,                 4.2634,                  1.492,              0.0011602,              0.0011602,              0.0011602
                     60,                 1.0605,                 1.3134,                 1.4358,                0.08004,                0.20745,                0.07207,                0.04309,                 1.3782,                 4.5966,                 1.5675,              0.0011555,              0.0011555,              0.0011555
                     61,                  1.095,                 1.3825,                  1.471,                0.07825,                   0.25,                0.06721,                0.03917,                 1.3581,                 4.3901,                 1.5306,              0.0011508,              0.0011508,              0.0011508
