                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    101,                0.98249,                 1.1265,                 1.3514,                0.65116,                 0.4265,                0.41275,                0.27363,                 1.4268,                 1.8564,                 1.7975,             0.00084162,             0.00084162,             0.00084162
                    102,                0.99935,                 1.1181,                  1.376,                0.32458,                0.55765,                0.39601,                 0.2869,                 1.4159,                 1.8838,                 1.7487,              0.0008375,              0.0008375,              0.0008375
                    103,                 0.9855,                 1.1209,                 1.3423,                0.29593,                0.46772,                0.37484,                0.26176,                 1.3844,                 1.8628,                 1.7488,             0.00083337,             0.00083337,             0.00083337
                    104,                0.97453,                 1.1273,                 1.3571,                0.45009,                0.40604,                 0.3874,                0.26882,                 1.4266,                  1.911,                 1.7685,             0.00082925,             0.00082925,             0.00082925
                    105,                0.98373,                 1.1048,                  1.343,                0.24029,                0.61335,                0.32605,                0.23981,                 1.3867,                 1.9252,                  1.733,             0.00082513,             0.00082513,             0.00082513
                    106,                0.98025,                 1.0875,                 1.3679,                0.26706,                0.47449,                0.33388,                0.23405,                 1.3742,                 1.8799,                 1.7618,               0.000821,               0.000821,               0.000821
                    107,                0.98683,                 1.1085,                 1.3372,                0.28467,                0.44303,                0.34934,                0.24439,                 1.3613,                 1.9247,                 1.7417,             0.00081688,             0.00081688,             0.00081688
                    108,                0.99266,                 1.0907,                 1.3509,                0.23381,                0.60894,                0.31759,                0.23079,                 1.3801,                  1.945,                  1.767,             0.00081275,             0.00081275,             0.00081275
                    109,                0.99225,                 1.1075,                 1.3574,                0.27612,                0.63708,                0.36173,                0.26436,                 1.4384,                 1.9773,                 1.7912,             0.00080863,             0.00080863,             0.00080863
                    110,                0.97189,                 1.0663,                 1.3417,                0.38245,                 0.3881,                0.40231,                0.27165,                 1.4176,                 1.8844,                  1.759,              0.0008045,              0.0008045,              0.0008045
                    111,                0.98599,                 1.0952,                 1.3583,                0.23823,                 0.5949,                0.32186,                0.23517,                 1.4242,                 1.9045,                 1.7751,             0.00080038,             0.00080038,             0.00080038
                    112,                0.95678,                 1.0887,                 1.3389,                0.23917,                0.52699,                0.34082,                0.23992,                 1.3799,                 1.9412,                 1.7074,             0.00079625,             0.00079625,             0.00079625
                    113,                0.97016,                 1.0708,                 1.3492,                0.49883,                0.34099,                0.36851,                  0.252,                 1.4189,                 2.0464,                 1.8071,             0.00079213,             0.00079213,             0.00079213
                    114,                0.95322,                 1.0862,                 1.3361,                0.28626,                0.42645,                0.36771,                0.27084,                 1.3994,                 2.0065,                 1.7644,               0.000788,               0.000788,               0.000788
                    115,                0.99118,                 1.0682,                 1.3458,                 0.2968,                0.35969,                0.30859,                0.21217,                  1.469,                 1.9445,                 1.7879,             0.00078387,             0.00078387,             0.00078387
                    116,                0.98273,                 1.0861,                 1.3668,                0.37286,                0.41665,                0.39338,                0.28491,                 1.4063,                 2.0108,                 1.7728,             0.00077975,             0.00077975,             0.00077975
                    117,                0.98535,                 1.0776,                 1.3398,                0.44475,                0.34481,                0.35103,                0.24918,                 1.4144,                 1.8626,                 1.7865,             0.00077563,             0.00077563,             0.00077563
                    118,                0.96713,                  1.075,                 1.3359,                0.27748,                0.57551,                0.37475,                0.26476,                 1.3852,                 1.9113,                 1.7594,              0.0007715,              0.0007715,              0.0007715
                    119,                0.96379,                 1.0501,                 1.3259,                0.24409,                0.57619,                0.33318,                0.23259,                  1.405,                 1.8864,                  1.745,             0.00076738,             0.00076738,             0.00076738
                    120,                0.98406,                  1.091,                 1.3363,                0.42861,                0.42262,                0.37457,                0.26249,                 1.4029,                 1.8574,                 1.7927,             0.00076325,             0.00076325,             0.00076325
                    121,                0.94495,                 1.0415,                 1.3236,                0.41354,                0.52711,                0.40332,                0.28494,                 1.4109,                 1.8708,                 1.7761,             0.00075912,             0.00075912,             0.00075912
                    122,                0.96578,                 1.0717,                 1.3376,                0.27633,                0.62855,                0.34847,                0.24767,                 1.4328,                 1.8813,                  1.799,               0.000755,               0.000755,               0.000755
                    123,                0.94628,                 1.0548,                  1.325,                0.24843,                0.70868,                0.32305,                0.22208,                 1.3945,                 1.8935,                 1.7942,             0.00075088,             0.00075088,             0.00075088
                    124,                0.95922,                 1.0433,                 1.3268,                0.38126,                0.38563,                0.35951,                0.25771,                 1.4287,                 1.8661,                 1.7956,             0.00074675,             0.00074675,             0.00074675
