                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     15,                0.89086,                 1.1586,                 1.2531,                0.16472,                0.76316,                0.23895,                0.20209,                0.63296,                 3.7765,                  1.012,              0.0011964,              0.0011964,              0.0011964
                     16,                0.87796,                 1.1313,                 1.2465,                0.16238,                0.82237,                0.21137,                0.18005,                0.62004,                 3.2211,                 1.0226,              0.0011922,              0.0011922,              0.0011922
                     17,                0.87174,                 1.1022,                 1.2487,                0.17799,                0.80329,                0.19929,                0.16922,                0.71446,                 3.2974,                 1.0616,              0.0011881,              0.0011881,              0.0011881
                     18,                0.87142,                 1.1432,                 1.2543,                0.16838,                0.75513,                0.19667,                0.16024,                0.65075,                 3.7208,                 1.0247,               0.001184,               0.001184,               0.001184
                     19,                0.85654,                 1.1021,                 1.2381,                0.16571,                0.86687,                0.20895,                0.17662,                 0.6795,                 3.8215,                 1.0479,              0.0011799,              0.0011799,              0.0011799
                     20,                0.84968,                 1.0802,                 1.2369,                0.16881,                0.73904,                0.21499,                0.18401,                0.57568,                 3.8505,                 1.0076,              0.0011757,              0.0011757,              0.0011757
                     21,                0.86367,                 1.0817,                 1.2562,                0.17899,                0.73575,                  0.227,                0.19615,                0.68928,                 3.8481,                  1.071,              0.0011716,              0.0011716,              0.0011716
                     22,                 0.8392,                 1.0634,                 1.2322,                0.17339,                0.76404,                0.19195,                0.16325,                0.66772,                   3.74,                  1.034,              0.0011675,              0.0011675,              0.0011675
                     23,                0.80632,                 1.0069,                 1.2095,                0.17312,                  0.875,                0.21105,                0.17903,                0.74686,                 3.7881,                 1.1025,              0.0011634,              0.0011634,              0.0011634
                     24,                0.84365,                 1.0541,                 1.2351,                0.17892,                0.74978,                0.22429,                0.19723,                0.60426,                 4.0736,                0.98716,              0.0011593,              0.0011593,              0.0011593
                     25,                0.83197,                 1.0036,                 1.2241,                0.16647,                  0.875,                 0.2127,                0.18598,                0.65117,                 4.3303,                 1.0305,              0.0011551,              0.0011551,              0.0011551
                     26,                0.81078,                 1.0013,                 1.2089,                0.17156,                0.70658,                 0.2106,                0.18694,                0.65155,                 3.2902,                 1.0287,               0.001151,               0.001151,               0.001151
                     27,                0.80501,                 1.0215,                 1.2124,                0.18754,                0.76162,                0.24087,                0.21198,                 0.5971,                 3.6945,                 0.9919,              0.0011469,              0.0011469,              0.0011469
                     28,                0.82355,                 1.0173,                 1.2224,                 0.1462,                0.68202,                0.19235,                0.16725,                0.81899,                 3.8977,                  1.146,              0.0011428,              0.0011428,              0.0011428
                     29,                0.81368,                0.98869,                  1.215,                0.16678,                 0.8057,                0.20952,                0.17884,                0.67917,                 3.4223,                 1.0419,              0.0011386,              0.0011386,              0.0011386
                     30,                0.81585,                 1.0131,                 1.2123,                0.17892,                0.76406,                0.19851,                0.16934,                 0.6212,                 4.5591,                 1.0159,              0.0011345,              0.0011345,              0.0011345
                     31,                0.82499,                 1.0237,                  1.222,                0.16835,                0.73553,                0.21431,                0.18745,                0.67433,                 3.5713,                 1.0397,              0.0011304,              0.0011304,              0.0011304
                     32,                0.81355,                0.96026,                 1.2191,                0.17546,                0.82325,                0.20768,                0.17513,                 0.7753,                 4.9394,                 1.1049,              0.0011263,              0.0011263,              0.0011263
                     33,                0.81197,                0.96949,                 1.2125,                0.17274,                0.75241,                0.19448,                0.16582,                0.77181,                 3.8384,                 1.1417,              0.0011221,              0.0011221,              0.0011221
                     34,                 0.8073,                0.95088,                 1.2071,                0.16972,                0.77441,                0.22797,                 0.2038,                0.64811,                 4.5188,                 1.0203,               0.001118,               0.001118,               0.001118
                     35,                0.79565,                0.97886,                 1.1975,                0.17964,                0.81737,                0.20278,                0.17612,                0.78003,                 4.3923,                 1.1247,              0.0011139,              0.0011139,              0.0011139
                     36,                 0.8028,                0.97006,                 1.2074,                0.16324,                0.80241,                0.18752,                0.16338,                0.66937,                 4.0639,                 1.0151,              0.0011098,              0.0011098,              0.0011098
                     37,                0.77753,                0.93801,                 1.1821,                0.17661,                0.77083,                0.20231,                0.17311,                0.74417,                 3.6905,                 1.1056,              0.0011056,              0.0011056,              0.0011056
                     38,                0.81276,                0.96494,                  1.211,                0.16503,                    0.8,                0.20513,                0.17882,                0.67513,                 3.4727,                  1.049,              0.0011015,              0.0011015,              0.0011015
                     39,                 0.7916,                0.98931,                 1.2009,                0.17823,                0.75241,                0.20125,                0.17027,                0.67238,                  3.771,                 1.0593,              0.0010974,              0.0010974,              0.0010974
                     40,                0.80369,                0.95787,                 1.2116,                0.17629,                0.71618,                0.20324,                0.17287,                 0.6018,                 3.9889,                0.99586,              0.0010933,              0.0010933,              0.0010933
                     41,                0.78316,                0.93504,                 1.1991,                0.16929,                 0.8375,                0.21007,                 0.1852,                0.61764,                 3.4793,                 1.0297,              0.0010891,              0.0010891,              0.0010891
                     42,                0.81079,                0.97854,                 1.2222,                0.17203,                0.72158,                0.23298,                0.20635,                0.69873,                 3.7836,                 1.0579,               0.001085,               0.001085,               0.001085
                     43,                0.76776,                0.94273,                 1.1831,                0.16331,                0.68246,                0.19666,                0.17163,                0.65539,                 3.7795,                 1.0305,              0.0010809,              0.0010809,              0.0010809
                     44,                0.77723,                0.92749,                 1.1827,                 0.1662,                0.79289,                 0.1974,                0.17373,                0.59725,                 3.5355,                 1.0019,              0.0010768,              0.0010768,              0.0010768
                     45,                0.77385,                0.91449,                 1.1901,                0.17567,                0.71908,                0.17884,                0.15375,                0.64657,                 3.8341,                 1.0447,              0.0010726,              0.0010726,              0.0010726
                     46,                0.78776,                0.94334,                 1.1967,                0.18998,                0.70962,                0.21245,                0.18607,                0.75836,                 3.6186,                 1.0946,              0.0010685,              0.0010685,              0.0010685
                     47,                0.79072,                0.96294,                 1.1982,                 0.1687,                0.76271,                0.19674,                0.16967,                0.81935,                 3.3845,                 1.1595,              0.0010644,              0.0010644,              0.0010644
                     48,                0.75241,                0.92548,                 1.1796,                0.16835,                0.86162,                0.19486,                 0.1734,                0.68299,                 4.1316,                 1.0598,              0.0010603,              0.0010603,              0.0010603
                     49,                0.77723,                0.89765,                 1.1904,                0.17172,                0.82325,                0.20975,                0.18563,                0.59864,                 3.7939,                0.99581,              0.0010561,              0.0010561,              0.0010561
                     50,                0.77015,                0.93041,                 1.1937,                0.17194,                0.64803,                0.22228,                0.19667,                0.77525,                 4.5181,                 1.0902,               0.001052,               0.001052,               0.001052
                     51,                 0.7944,                0.91556,                 1.1933,                0.17398,                 0.7682,                0.20373,                0.18286,                0.60215,                 3.4973,                  1.012,              0.0010479,              0.0010479,              0.0010479
                     52,                0.76763,                0.91458,                  1.183,                0.19364,                 0.6476,                0.21478,                0.18386,                0.65467,                 4.2029,                 1.0512,              0.0010438,              0.0010438,              0.0010438
                     53,                0.76565,                0.92312,                 1.1933,                0.17808,                0.68896,                0.23114,                0.20253,                0.67334,                 3.7101,                   1.06,              0.0010396,              0.0010396,              0.0010396
                     54,                0.77141,                0.91026,                 1.1908,                0.16566,                0.77586,                0.21574,                 0.1829,                 0.6423,                 4.1539,                 1.0348,              0.0010355,              0.0010355,              0.0010355
                     55,                0.76585,                0.92087,                 1.1812,                0.16776,                  0.875,                0.22167,                0.19457,                 0.7125,                 3.8582,                 1.0724,              0.0010314,              0.0010314,              0.0010314
                     56,                0.77391,                0.91491,                 1.1843,                0.21345,                0.56207,                0.24173,                0.21115,                0.68112,                 4.0749,                 1.0683,              0.0010273,              0.0010273,              0.0010273
